CurrentTaxID,ScientificName,TaxonomicRank,TaxSuperKingdom,TaxPhylum,TaxClass,TaxOrder,TaxFamily,TaxGenus,TaxSpeciesGroup,TaxSpecies
2650471,Lacipirellula parvula,species,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Lacipirellulaceae,Lacipirellula,,Lacipirellula parvula
2651199,Arthrobacter sp. CDRTa11,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Arthrobacter,,Arthrobacter sp. CDRTa11
2651334,Microvirga thermotolerans,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Microvirga,,Microvirga thermotolerans
2651974,Hydrogenophaga sp. BPS33,species,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,,Hydrogenophaga sp. BPS33
2652443,Deinococcus sp. AJ005,species,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,,Deinococcus sp. AJ005
2653189,Chroococcidiopsis sp. CCNUC1,species,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcidiopsidales,Chroococcidiopsidaceae,Chroococcidiopsis,,Chroococcidiopsis sp. CCNUC1
2653200,Streptomyces phaeolivaceus,species,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,,Streptomyces phaeolivaceus
2653203,Sphingomonas sp. CL5.1,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,Sphingomonas sp. CL5.1
2653681,Lacinutrix sp. WUR7,species,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lacinutrix,,Lacinutrix sp. WUR7
2653850,Erythrobacter sp. 3-20A1M,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,,Erythrobacter sp. 3-20A1M
2653851,Rubrobacter tropicus,species,Bacteria,Actinomycetota,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,,Rubrobacter tropicus
2653852,Rubrobacter marinus,species,Bacteria,Actinomycetota,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter,,Rubrobacter marinus
2653853,Pseudomonas sp. SCB32,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas sp. SCB32
2653857,Amycolatopsis sp. YIM 10,species,Bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,,Amycolatopsis sp. YIM 10
2654191,Cellulomonas sp. JZ18,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Cellulomonas,,Cellulomonas sp. JZ18
2654218,Dechloromonas sp. TW-R-39-2,species,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Azonexaceae,Dechloromonas,,Dechloromonas sp. TW-R-39-2
2654238,Pseudomonas sp. DTU12.1,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas sp. DTU12.1
2654248,Mesorhizobium sp. INR15,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,,Mesorhizobium sp. INR15
2654249,Mesorhizobium sp. NBSH29,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,,Mesorhizobium sp. NBSH29
2654282,Methylocystis sp. MJC1,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Methylocystis,,Methylocystis sp. MJC1
2654325,Flavobacterium sp. xlx-214,species,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,Flavobacterium sp. xlx-214
2654547,Pseudactinotalea sp. HY158,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Pseudactinotalea,,Pseudactinotalea sp. HY158
2654982,Paraburkholderia atlantica,species,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,,Paraburkholderia atlantica
2657486,Devosia beringensis,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Devosia,,Devosia beringensis
2661630,Venatoribacter cucullus,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Venatoribacter,,Venatoribacter cucullus
2662028,Aeromicrobium yanjiei,species,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Aeromicrobium,,Aeromicrobium yanjiei
2662033,Pseudomonas sp. NY5710,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas sp. NY5710
2662065,Streptomyces sp. SYP-A7193,species,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,,Streptomyces sp. SYP-A7193
2662261,Raineyella fluvialis,species,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Raineyella,,Raineyella fluvialis
2662361,Nocardioides sp. dk884,species,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,,Nocardioides sp. dk884
2662362,Acinetobacter wanghuae,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,,Acinetobacter wanghuae
2662364,Sphingobacterium sp. dk4302,species,Bacteria,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,,Sphingobacterium sp. dk4302
2662448,Legionella sp. MW5194,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,,Legionella sp. MW5194
2663857,Nocardioides sp. zg-579,species,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,,Nocardioides sp. zg-579
2663859,Aeromicrobium sp. zg-629,species,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Aeromicrobium,,Aeromicrobium sp. zg-629
2664893,Agrobacterium sp. MA01,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,,Agrobacterium sp. MA01
2665156,Candidatus Mycosynbacter amalyticus,species,Bacteria,Candidatus Saccharibacteria,,,,Candidatus Mycosynbacter,,Candidatus Mycosynbacter amalyticus
2665643,Gordonia mangrovi,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Gordoniaceae,Gordonia,,Gordonia mangrovi
2665645,Flavobacterium sp. SLB02,species,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,Flavobacterium sp. SLB02
2666132,Desulfovibrio sp. 86,species,Bacteria,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,,Desulfovibrio sp. 86
2666183,Pseudomonas juntendi,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas juntendi
2672569,Microlunatus sp. Gsoil 973,species,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Microlunatus,,Microlunatus sp. Gsoil 973
2674997,Tellurirhabdus rosea,species,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,Tellurirhabdus,,Tellurirhabdus rosea
2675218,Corynebacterium comes,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,,Corynebacterium comes
2675219,Corynebacterium occultum,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,,Corynebacterium occultum
2675222,Micromonospora sp. WMMC415,species,Bacteria,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Micromonospora,,Micromonospora sp. WMMC415
2675225,Novosphingobium sp. Gsoil 351,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,Novosphingobium sp. Gsoil 351
2675298,Sulfuriferula nivalis,species,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Sulfuricellaceae,Sulfuriferula,,Sulfuriferula nivalis
2675331,Bizionia sp. M204,species,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Bizionia,,Bizionia sp. M204
2675378,Erwinia sp. E602,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,,Erwinia sp. E602
2675523,Mycobacterium sp. DL440,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,,Mycobacterium sp. DL440
2675524,Mycobacterium sp. DL592,species,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,,Mycobacterium sp. DL592
2675741,Acinetobacter sp. BEC1-S18-ESBL-01,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,,Acinetobacter sp. BEC1-S18-ESBL-01
2675754,Occultella kanbiaonis,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Ruaniaceae,Occultella,,Occultella kanbiaonis
2675878,Hymenobacter sp. BRD128,species,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,,Hymenobacter sp. BRD128
2676077,Sphingobium sp. CAP-1,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,,Sphingobium sp. CAP-1
2676868,Phnomibacter ginsenosidimutans,species,Bacteria,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Phnomibacter,,Phnomibacter ginsenosidimutans
2676871,Streptomyces sp. Tu 2975,species,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,,Streptomyces sp. Tu 2975
2678257,Pseudomonas sp. St316,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas sp. St316
2678259,Pseudomonas sp. Seg1,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas sp. Seg1
2678260,Pseudomonas sp. Ost2,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas sp. Ost2
2681308,Leclercia sp. 119287,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Leclercia,,Leclercia sp. 119287
2681310,Methylococcus geothermalis,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylococcus,,Methylococcus geothermalis
2681549,Sphingomonas profundi,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,Sphingomonas profundi
2681552,Variovorax sp. RKNM96,species,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,,Variovorax sp. RKNM96
2681766,Maribellus comscasis,species,Bacteria,Bacteroidota,Bacteroidia,Marinilabiliales,Prolixibacteraceae,Maribellus,,Maribellus comscasis
2681984,Erwinia sp. J780,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,,Erwinia sp. J780
2684212,Pseudomonas izuensis,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas izuensis
2684469,Streptomyces sp. SCUT-3,species,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,,Streptomyces sp. SCUT-3
2685869,Nocardioides ochotonae,species,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,,Nocardioides ochotonae
2686077,Winogradskyella forsetii,species,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,,Winogradskyella forsetii
2686078,Winogradskyella schleiferi,species,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,,Winogradskyella schleiferi
2686094,Terricaulis silvestris,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Terricaulis,,Terricaulis silvestris
2686304,Streptomyces broussonetiae,species,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,,Streptomyces broussonetiae
2686359,Paraglaciecola sp. L1A13,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Paraglaciecola,,Paraglaciecola sp. L1A13
2686361,Polaribacter sp. L3A8,species,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter,,Polaribacter sp. L3A8
2686362,Cellulophaga sp. L1A9,species,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,,Cellulophaga sp. L1A9
2686363,Formosa sp. L2A11,species,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Formosa,,Formosa sp. L2A11
2686365,Algibacter sp. L1A34,species,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Algibacter,,Algibacter sp. L1A34
2686366,Algibacter sp. L3A6,species,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Algibacter,,Algibacter sp. L3A6
2689102,Polynucleobacter sp. AM-7D1,species,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,,Polynucleobacter sp. AM-7D1
2689107,Polynucleobacter sp. MWH-CaK5,species,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,,Polynucleobacter sp. MWH-CaK5
2689109,Polynucleobacter sp. MWH-Spelu-300-X4,species,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,,Polynucleobacter sp. MWH-Spelu-300-X4
2689110,Polynucleobacter sp. MWH-UH24A,species,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,,Polynucleobacter sp. MWH-UH24A
2691571,Stenotrophomonas sp. 364,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,,Stenotrophomonas sp. 364
2692234,Streptomyces sp. GS7,species,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,,Streptomyces sp. GS7
2692330,Falsirhodobacter sp. PG104,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Falsirhodobacter,,Falsirhodobacter sp. PG104
2694929,Pontibacter russatus,species,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Pontibacter,,Pontibacter russatus
2694930,Pontibacter pudoricolor,species,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Pontibacter,,Pontibacter pudoricolor
2695266,Streptomyces sp. HM190,species,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,,Streptomyces sp. HM190
2696560,Aquirufa lenticrescens,species,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,Aquirufa,,Aquirufa lenticrescens
2697010,Winogradskyella helgolandensis,species,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,,Winogradskyella helgolandensis
2697023,Pseudomonas sp. AN-B15,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas sp. AN-B15
2697032,Xylophilus rhododendri,species,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,,Xylophilus,,Xylophilus rhododendri
2697363,Acidocella sp. MX-AZ03,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidocella,,Acidocella sp. MX-AZ03
2697569,Pseudarthrobacter psychrotolerans,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Micrococcaceae,Pseudarthrobacter,,Pseudarthrobacter psychrotolerans
2698458,Nibribacter ruber,species,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Nibribacter,,Nibribacter ruber
2698673,Novosphingobium decolorationis,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,Novosphingobium decolorationis
2698679,Sphingomonas changnyeongensis,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,Sphingomonas changnyeongensis
2698682,Lysobacter oculi,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,,Lysobacter oculi
2698684,Sinimarinibacterium sp. NLF-5-8,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Nevskiales,Sinobacteraceae,Sinimarinibacterium,,Sinimarinibacterium sp. NLF-5-8
2698828,Sphingomonas lacunae,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,Sphingomonas lacunae
2699395,Methylosinus sp. C49,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Methylosinus,,Methylosinus sp. C49
2699430,Caldichromatium japonicum,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Caldichromatium,,Caldichromatium japonicum
2703788,Edaphobacter sp. 12200R-103,species,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Edaphobacter,,Edaphobacter sp. 12200R-103
2703789,Mucilaginibacter sp. 14171R-50,species,Bacteria,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,,Mucilaginibacter sp. 14171R-50
2703885,Rahnella aceris,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Rahnella,,Rahnella aceris
2704140,Flavobacterium bizetiae,species,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,Flavobacterium bizetiae
2704465,Rhodocytophaga rosea,species,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,Rhodocytophaga,,Rhodocytophaga rosea
2704467,Cellulomonas sp. H30R-01,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Cellulomonas,,Cellulomonas sp. H30R-01
2704468,Streptacidiphilus sp. P02-A3a,species,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptacidiphilus,,Streptacidiphilus sp. P02-A3a
2705012,Streptacidiphilus sp. PB12-B1b,species,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptacidiphilus,,Streptacidiphilus sp. PB12-B1b
2705458,Enterobacter sp. SES19,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,,Enterobacter sp. SES19
2705472,Pseudomonas sp. MTM4,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas sp. MTM4
2705473,Algoriphagus sp. NBT04N3,species,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,,Algoriphagus sp. NBT04N3
2706126,Pseudomonas sp. OIL-1,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,Pseudomonas sp. OIL-1
2706887,Draconibacterium halophilum,species,Bacteria,Bacteroidota,Bacteroidia,Marinilabiliales,Prolixibacteraceae,Draconibacterium,,Draconibacterium halophilum
2707525,Sulfuriroseicoccus oceanibius,species,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Sulfuriroseicoccus,,Sulfuriroseicoccus oceanibius
2708020,Legionella antarctica,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,,Legionella antarctica
2708082,Mumia sp. ZJ1417,species,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Mumia,,Mumia sp. ZJ1417
2708084,Salinibacterium sp. ZJ70,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Salinibacterium,,Salinibacterium sp. ZJ70
2708301,Kineobactrum salinum,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Halieaceae,Kineobactrum,,Kineobactrum salinum
2708338,Salinibacterium sp. ZJ450,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Salinibacterium,,Salinibacterium sp. ZJ450
2708346,Jeotgalicoccus sp. WY2,species,Bacteria,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Jeotgalicoccus,,Jeotgalicoccus sp. WY2
2708348,Acinetobacter sp. WY4,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,,Acinetobacter sp. WY4
2708350,Psychrobacter sp. WY6,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Psychrobacter,,Psychrobacter sp. WY6
2708539,Caulobacter soli,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,,Caulobacter soli
2709380,Starkeya sp. ORNL1,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Xanthobacteraceae,Starkeya,,Starkeya sp. ORNL1
2710596,Spirosoma sp. KCTC 72228,species,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,,Spirosoma sp. KCTC 72228
2710756,Streptomyces bathyalis,species,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,,Streptomyces bathyalis
2711156,Rhizorhabdus phycosphaerae,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhabdus,,Rhizorhabdus phycosphaerae
2711215,Sphingosinithalassobacter tenebrarum,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingosinithalassobacter,,Sphingosinithalassobacter tenebrarum
2711231,Roseimicrobium sp. ORNL1,species,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Roseimicrobium,,Roseimicrobium sp. ORNL1
2712222,Nordella sp. HKS 07,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,,Nordella,,Nordella sp. HKS 07
2712223,Nocardioides anomalus,species,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,,Nocardioides anomalus
2713414,Chryseobacterium sp. POL2,species,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,,Chryseobacterium sp. POL2
2713573,Sphingobacterium sp. DR205,species,Bacteria,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,,Sphingobacterium sp. DR205
2714110,Acinetobacter sp. Marseille-Q1620,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,,Acinetobacter sp. Marseille-Q1620
2714353,Vescimonas fastidiosa,species,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Vescimonas,,Vescimonas fastidiosa
2714355,Vescimonas coprocola,species,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Vescimonas,,Vescimonas coprocola
2714923,Acidovorax sp. HDW3,species,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,,Acidovorax sp. HDW3
2714924,Diaphorobacter sp. HDW4A,species,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,,Diaphorobacter sp. HDW4A
2714925,Diaphorobacter sp. HDW4B,species,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,,Diaphorobacter sp. HDW4B
2714926,Dysgonomonas sp. HDW5A,species,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,,Dysgonomonas sp. HDW5A
2714927,Dysgonomonas sp. HDW5B,species,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,,Dysgonomonas sp. HDW5B
2714931,Sanguibacter sp. HDW7,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Sanguibacteraceae,Sanguibacter,,Sanguibacter sp. HDW7
2714932,Hymenobacter sp. HDW8,species,Bacteria,Bacteroidota,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,,Hymenobacter sp. HDW8
2714933,Leucobacter coleopterorum,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Leucobacter,,Leucobacter coleopterorum
2714935,Leucobacter viscericola,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Leucobacter,,Leucobacter viscericola
2714936,Lysobacter sp. HDW10,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,,Lysobacter sp. HDW10
2714937,Propioniciclava coleopterorum,species,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Propioniciclava,,Propioniciclava coleopterorum
2714938,Nocardioides piscis,species,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,,Nocardioides piscis
2714939,Nocardioides sp. HDW12B,species,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,,Nocardioides sp. HDW12B
2714940,Pedobacter sp. HDW13,species,Bacteria,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,Pedobacter sp. HDW13
2714941,Phycicoccus sp. HDW14,species,Bacteria,Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Phycicoccus,,Phycicoccus sp. HDW14
2714942,Sphingomonas sp. HDW15A,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,Sphingomonas sp. HDW15A
2714943,Sphingomonas piscis,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,Sphingomonas piscis
2714944,Sphingomonas sinipercae,species,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,Sphingomonas sinipercae
2714945,Thermomonas sp. HDW16,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,,Thermomonas sp. HDW16
2714951,Leclercia sp. 29361,species,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Leclercia,,Leclercia sp. 29361
2714952,Kinneretia sp. DAIF2,species,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Kinneretia,,Kinneretia sp. DAIF2
